,subject,reward,discipline,audience
237,bostrom1ydc5fy9fjdygvgw36u49yj39fr67pd9mv67ety,894267502.0,heroes.pre_bostrom,heroes
238,bostrom1wkjn2nc4v5g3tpjj043wxtmeda90ql3yqqddav,814730401.0,heroes.pre_bostrom,heroes
239,bostrom1gh09lmm8flkuu3w38mr4axvunnu6qqlapuwzrv,760249650.0,heroes.pre_bostrom,heroes
240,bostrom1zy553za8nenzukmv65240323jhuvxzym4pl6w9,728651051.0,heroes.pre_bostrom,heroes
241,bostrom1m0tjgkrh4td9fcp8nnssu3rfdahzfgdshsall9,682238027.0,heroes.pre_bostrom,heroes
242,bostrom1mnfalar08dsvtwutmh43lnhx2zzmq7xhdulemj,650057544.0,heroes.pre_bostrom,heroes
243,bostrom1g36u05ehktgw5h5udj8hyudd9057d9tx9r6zef,303617054.0,heroes.pre_bostrom,heroes
244,bostrom175tm6fucmk0e29cfgzaud6kqgksy25p884kjx0,26259431.0,heroes.pre_bostrom,heroes
245,bostrom1v46pz6ddetfc3tnvdr28ss0l48jhazgynvp3c7,14979552.0,heroes.pre_bostrom,heroes
246,bostrom1ymprf45c44rp9k0g2r84w2tjhsq7kalv98rgpt,47418074597.0,gol.delegation,heroes
247,bostrom1f7nx65pmayfenpfwzwaamwas4ygmvalq2q2ayq,47095487433.0,gol.delegation,heroes
248,bostrom1daxxqs56f6j5qxxtjrjkexghsmnaj66tejshc8,45885621564.0,gol.delegation,heroes
249,bostrom1hmkqhy8ygl6tnl5g8tc503rwrmmrkjcq3lduwj,44520253098.0,gol.delegation,heroes
250,bostrom1ke7kxdn29w2lrxt9dzusa6shvmwd8xm9gxm2zf,37576877634.0,gol.delegation,heroes
251,bostrom152m9xcx0ht7yxr5834ju7qjcyvetw8amd04apw,26069696989.0,gol.delegation,heroes
252,bostrom1zy553za8nenzukmv65240323jhuvxzym4pl6w9,22107148994.0,gol.delegation,heroes
253,bostrom177y7sqkxmvl22j632haf8y9gv0j3wedssq5m50,20500567008.0,gol.delegation,heroes
254,bostrom1argjwgcplguenq4l92ggn06wadnfrz0ecqrmqs,20472680990.0,gol.delegation,heroes
255,bostrom1ccvpcq9ffy0qd2ca8nmmpzfamtyjfc9znwak8m,19689711316.0,gol.delegation,heroes
256,bostrom1en69twaxmv7xupy8lq7y539dpecx7yz8g0k8ft,18669971823.0,gol.delegation,heroes
257,bostrom15zs0cjct43xs4z4sesxcrynar5mxm82f0ykhl3,15464386326.0,gol.delegation,heroes
258,bostrom18naxcfp2s397a2ucav2m53f003uylk3qz9fvr7,15259397818.0,gol.delegation,heroes
259,bostrom1njsr8tngxtygsc73mrtn5738ztkzqy7c7y7h3t,15230667266.0,gol.delegation,heroes
260,bostrom1stfw0z5nf2ncxxtrk7zndpf2dla3nh379egwcy,11914393376.0,gol.delegation,heroes
261,bostrom147rnn0rxqkythj4j9ccq0kytmh7f005rn0a3zj,11199572491.0,gol.delegation,heroes
262,bostrom1dt9lwmuq8rkngm5gajxchqhpcnavgp7md9v929,9987047512.0,gol.delegation,heroes
263,bostrom12psudf4rpaw4jwhuyx3y8sejhsynae7gv53hn6,9428419501.0,gol.delegation,heroes
264,bostrom1402rpwdquxxkgvl740f6w69l65eau5vkqcvrax,7159491819.0,gol.delegation,heroes
265,bostrom1mnfalar08dsvtwutmh43lnhx2zzmq7xhdulemj,6402703804.0,gol.delegation,heroes
266,bostrom1mnqlcc7mslzxcf798acp80u2fxudsuzdn0px6s,5378290695.0,gol.delegation,heroes
267,bostrom1zeg2k7kd8qadmwd3kslwmag3erq7hqxt5aajjz,5135290206.0,gol.delegation,heroes
268,bostrom1nvr4qa7szsd3e7xfysn946gcqv5wyemlcxmxpw,5133236390.0,gol.delegation,heroes
269,bostrom1dxpm2ne0jflzr2hy9j5has6u2dvfv68calunqy,4744433641.0,gol.delegation,heroes
270,bostrom1lnkg57t7mvg5mcl7kdkevtgr9wlf6f9qtp86sk,4338666110.0,gol.delegation,heroes
271,bostrom1nywu6z26tpcrr2kcqe8z7t235wrfkhfcfhlzmk,4106198982.0,gol.delegation,heroes
272,bostrom1ke6pp2kq2wx74tlh5fxqgp7af6jtsna3kktuh6,4104967246.0,gol.delegation,heroes
273,bostrom1pswgrf5ap0kld3lpun5z4x08wh7nmgamd8mgex,3282151788.0,gol.delegation,heroes
274,bostrom1wt9h9wm3zf7yzsy68x7v8p973w02kw8yyurh55,2760107758.0,gol.delegation,heroes
275,bostrom1ucl2c39dpwqm9pp6cvmlazn2tkwavszhs27j96,2575695017.0,gol.delegation,heroes
276,bostrom1cjyv02cja896rr5y5lks79enk2nretn3mqyc69,2147705260.0,gol.delegation,heroes
277,bostrom16h7tyj5p69t3r7qasunf938cx2elp38fhqc7zr,2062295417.0,gol.delegation,heroes
278,bostrom1mnrwpdlnglhtqwa55fa66va0j3fv72nvkz4e2x,1737571043.0,gol.delegation,heroes
279,bostrom16w2xwdzf6tzucpwcjjqtg9656a4kkv7g2f6vk9,205345882.0,gol.delegation,heroes
280,bostrom1g2d9xyuf7ddgaj4llxvg50pfhlsr9ehf2r8dr6,154956147.0,gol.delegation,heroes
281,bostrom1fpl40sref5vp8kfm7xkqlq5qc0v4xrjvk89kwa,53188072.0,gol.delegation,heroes
282,bostrom1hmrxmc27fu4ggdpvpxqtahn6uvtj38vuu77a02,10268322.0,gol.delegation,heroes
283,bostrom1uwfk6h06w8vnhmyp48vwcpgwncsec8yv3z0xyg,8204799.0,gol.delegation,heroes
284,bostrom1nuc82t22xgp09rs2tdnlxxgm95pjg5matjwwye,5497646.0,gol.delegation,heroes
285,bostrom15kdrahda8qcyfa9xe8kt2f737m22x2sleslj5l,3552879.0,gol.delegation,heroes
286,bostrom1ldjugf3uj2gwkmmsf5japfknf96zv6hw7xw7v4,102675.0,gol.delegation,heroes
287,bostrom1n89a8avc4j7cv75lfsyynx5kazlk80ar5qcdx6,102666.0,gol.delegation,heroes
288,bostrom1ymprf45c44rp9k0g2r84w2tjhsq7kalv98rgpt,30517372757.0,gol.lifetime,heroes
289,bostrom1hmkqhy8ygl6tnl5g8tc503rwrmmrkjcq3lduwj,27210367043.0,gol.lifetime,heroes
290,bostrom18naxcfp2s397a2ucav2m53f003uylk3qz9fvr7,26399274499.0,gol.lifetime,heroes
291,bostrom1en69twaxmv7xupy8lq7y539dpecx7yz8g0k8ft,24919735783.0,gol.lifetime,heroes
292,bostrom1argjwgcplguenq4l92ggn06wadnfrz0ecqrmqs,24506572852.0,gol.lifetime,heroes
293,bostrom177y7sqkxmvl22j632haf8y9gv0j3wedssq5m50,24014339467.0,gol.lifetime,heroes
294,bostrom1daxxqs56f6j5qxxtjrjkexghsmnaj66tejshc8,23275608448.0,gol.lifetime,heroes
295,bostrom12psudf4rpaw4jwhuyx3y8sejhsynae7gv53hn6,21663954767.0,gol.lifetime,heroes
296,bostrom15zs0cjct43xs4z4sesxcrynar5mxm82f0ykhl3,20503040116.0,gol.lifetime,heroes
297,bostrom1f7nx65pmayfenpfwzwaamwas4ygmvalq2q2ayq,20394243142.0,gol.lifetime,heroes
298,bostrom1njsr8tngxtygsc73mrtn5738ztkzqy7c7y7h3t,17888573509.0,gol.lifetime,heroes
299,bostrom1dxpm2ne0jflzr2hy9j5has6u2dvfv68calunqy,15809132022.0,gol.lifetime,heroes
300,bostrom152m9xcx0ht7yxr5834ju7qjcyvetw8amd04apw,15467407648.0,gol.lifetime,heroes
301,bostrom1lnkg57t7mvg5mcl7kdkevtgr9wlf6f9qtp86sk,14835497059.0,gol.lifetime,heroes
302,bostrom1zy553za8nenzukmv65240323jhuvxzym4pl6w9,13440309740.0,gol.lifetime,heroes
303,bostrom147rnn0rxqkythj4j9ccq0kytmh7f005rn0a3zj,13133148758.0,gol.lifetime,heroes
304,bostrom1stfw0z5nf2ncxxtrk7zndpf2dla3nh379egwcy,11189940762.0,gol.lifetime,heroes
305,bostrom1dt9lwmuq8rkngm5gajxchqhpcnavgp7md9v929,10957918915.0,gol.lifetime,heroes
306,bostrom16h7tyj5p69t3r7qasunf938cx2elp38fhqc7zr,10620434968.0,gol.lifetime,heroes
307,bostrom1ccvpcq9ffy0qd2ca8nmmpzfamtyjfc9znwak8m,9472498458.0,gol.lifetime,heroes
308,bostrom1cjyv02cja896rr5y5lks79enk2nretn3mqyc69,8731817017.0,gol.lifetime,heroes
309,bostrom1mnfalar08dsvtwutmh43lnhx2zzmq7xhdulemj,8540100989.0,gol.lifetime,heroes
310,bostrom1wt9h9wm3zf7yzsy68x7v8p973w02kw8yyurh55,7777346692.0,gol.lifetime,heroes
311,bostrom1ucl2c39dpwqm9pp6cvmlazn2tkwavszhs27j96,7109962804.0,gol.lifetime,heroes
312,bostrom1mnrwpdlnglhtqwa55fa66va0j3fv72nvkz4e2x,6897780406.0,gol.lifetime,heroes
313,bostrom1ggc9sqvj0uhnzwxu5dyzcr05shwd2vv2guqmas,6732817375.0,gol.lifetime,heroes
314,bostrom1zeg2k7kd8qadmwd3kslwmag3erq7hqxt5aajjz,6162279773.0,gol.lifetime,heroes
315,bostrom1fpl40sref5vp8kfm7xkqlq5qc0v4xrjvk89kwa,6083030821.0,gol.lifetime,heroes
316,bostrom18z9vsjffvggluxcxfqwsmrz02v37hx2e3auyn2,5741693919.0,gol.lifetime,heroes
317,bostrom1pswgrf5ap0kld3lpun5z4x08wh7nmgamd8mgex,5358993270.0,gol.lifetime,heroes
318,bostrom19vgwu99fdawejnedgsfx8dmxuc0z4emjf7a044,5014404214.0,gol.lifetime,heroes
319,bostrom1ke7kxdn29w2lrxt9dzusa6shvmwd8xm9gxm2zf,4443209216.0,gol.lifetime,heroes
320,bostrom1s6v5ragv9gg3sq7j3aeqtyy82uaxv3y05hzhh8,4273801138.0,gol.lifetime,heroes
321,bostrom152kqs8p7d3jy6kn4uk87ve3alkuqjgewt3cmvz,4121615983.0,gol.lifetime,heroes
322,bostrom1ke6pp2kq2wx74tlh5fxqgp7af6jtsna3kktuh6,3851891784.0,gol.lifetime,heroes
323,bostrom1mnqlcc7mslzxcf798acp80u2fxudsuzdn0px6s,3666902099.0,gol.lifetime,heroes
324,bostrom1nuc82t22xgp09rs2tdnlxxgm95pjg5matjwwye,3567926892.0,gol.lifetime,heroes
325,bostrom1nvr4qa7szsd3e7xfysn946gcqv5wyemlcxmxpw,3297924061.0,gol.lifetime,heroes
326,bostrom1402rpwdquxxkgvl740f6w69l65eau5vkqcvrax,3246938813.0,gol.lifetime,heroes
327,bostrom1nywu6z26tpcrr2kcqe8z7t235wrfkhfcfhlzmk,3137937218.0,gol.lifetime,heroes
328,bostrom1ldjugf3uj2gwkmmsf5japfknf96zv6hw7xw7v4,2388287319.0,gol.lifetime,heroes
329,bostrom1lljcf37yxh24l3v4kwqsyghwz4ywlg6urg4kte,1970857840.0,gol.lifetime,heroes
330,bostrom1hmrxmc27fu4ggdpvpxqtahn6uvtj38vuu77a02,1844228437.0,gol.lifetime,heroes
331,bostrom1y6huw3naar38u4rtgqmlh9smfu93gszst9tawp,1688512495.0,gol.lifetime,heroes
332,bostrom15kdrahda8qcyfa9xe8kt2f737m22x2sleslj5l,1628053769.0,gol.lifetime,heroes
333,bostrom1uwfk6h06w8vnhmyp48vwcpgwncsec8yv3z0xyg,1494510816.0,gol.lifetime,heroes
334,bostrom1hqeqy4s039q0qcpayqcyaq5hyyvmph97t79m9n,1190379955.0,gol.lifetime,heroes
335,bostrom14h099ukgvp4fm9qs0xnmljzhevrmneq6m6cltv,978084362.0,gol.lifetime,heroes
336,bostrom1xhk0s2ynz2sq3ak3lr4u5gg0da4vyaxkfjhg7l,924447759.0,gol.lifetime,heroes
337,bostrom1g2d9xyuf7ddgaj4llxvg50pfhlsr9ehf2r8dr6,716488373.0,gol.lifetime,heroes
338,bostrom14z6glatrayal5j53632kcefskyge6ujmgshqfv,327466267.0,gol.lifetime,heroes
339,bostrom16w2xwdzf6tzucpwcjjqtg9656a4kkv7g2f6vk9,252779909.0,gol.lifetime,heroes
340,bostrom14n625exc6ftee3t6tez3hj47lv49amjzan5pkr,236797768.0,gol.lifetime,heroes
341,bostrom1fhj7pkuvwflr7z7ngp2v9tj7g58aq2tjgvqfaj,135097195.0,gol.lifetime,heroes
342,bostrom1l4krahjfp87exsmumzpnrfeaer2gsghpuwhfp6,112519320.0,gol.lifetime,heroes
343,bostrom1my32szlwazg9x56xqvsvtp0hqvpzm0r4u3k4ae,92845309.0,gol.lifetime,heroes
344,bostrom1n89a8avc4j7cv75lfsyynx5kazlk80ar5qcdx6,40897910.0,gol.lifetime,heroes
345,bostrom1679yrs8dmska7wcsawgy2m25kwucm3z0hwr74y,264078762041.0,gol.load,masters
346,bostrom1zy553za8nenzukmv65240323jhuvxzym4pl6w9,44831928383.0,gol.load,masters
347,bostrom1stfw0z5nf2ncxxtrk7zndpf2dla3nh379egwcy,36938756433.0,gol.load,masters
348,bostrom147rnn0rxqkythj4j9ccq0kytmh7f005rn0a3zj,30186983650.0,gol.load,masters
349,bostrom15zs0cjct43xs4z4sesxcrynar5mxm82f0ykhl3,29730581092.0,gol.load,masters
350,bostrom18naxcfp2s397a2ucav2m53f003uylk3qz9fvr7,26611568430.0,gol.load,masters
351,bostrom152m9xcx0ht7yxr5834ju7qjcyvetw8amd04apw,25296563469.0,gol.load,masters
352,bostrom1ymprf45c44rp9k0g2r84w2tjhsq7kalv98rgpt,11978014123.0,gol.load,masters
353,bostrom16yf94eecl6h44l5w7zp75skh3rg0k4veavx762,10185396846.0,gol.load,masters
354,bostrom1en69twaxmv7xupy8lq7y539dpecx7yz8g0k8ft,5528676770.0,gol.load,masters
355,bostrom1hmkqhy8ygl6tnl5g8tc503rwrmmrkjcq3lduwj,4614693334.0,gol.load,masters
356,bostrom1s2a7rckcky6jmhncxwy0xtwf2ymg87puk6jpzz,2752947960.0,gol.load,masters
357,bostrom1udal5nr3lz7mg7j7k79se4rz0tsjj8lur45q99,2666930610.0,gol.load,masters
358,bostrom19ys53t55r725j882gjcrnf7s449gdrds3h2hu4,1274549312.0,gol.load,masters
359,bostrom1n55zyf6wlvh8jp4wxqgx4ta283jx0e2n2tutgm,984682627.0,gol.load,masters
360,bostrom1lnkg57t7mvg5mcl7kdkevtgr9wlf6f9qtp86sk,322859641.0,gol.load,masters
361,bostrom1dt9lwmuq8rkngm5gajxchqhpcnavgp7md9v929,321681321.0,gol.load,masters
362,bostrom1glgevt43557u6s7a2q9q40kzt8myw4ngcv6wr6,309112576.0,gol.load,masters
363,bostrom1mj0sj4eaar5qnjn3l05ep5wgq3l6agtvvqwvyk,226237413.0,gol.load,masters
364,bostrom1wnpak7sfawsfv9c8vqe7naxfa4g99lv77d7c0z,192458910.0,gol.load,masters
365,bostrom1cjyv02cja896rr5y5lks79enk2nretn3mqyc69,175176885.0,gol.load,masters
366,bostrom1sm9sq4wnn62tk5yz0x3fvvx2ea9efguqwvdu64,128044091.0,gol.load,masters
367,bostrom1a4mzr2y2g0cc9f0uhyeh3ftmsfxzqwxfdqtd7c,119010306.0,gol.load,masters
368,bostrom1qn8sr2hzmktlecusdtxj9hwj0upnm0jft9snar,93872815.0,gol.load,masters
369,bostrom190y8vwhmyjdnk7cfutcm7u8haw80xyejdwxsql,56952126.0,gol.load,masters
370,bostrom1rfh303jsl5297sxgs5txpt97lvxpjt4he3yy5r,54988260.0,gol.load,masters
371,bostrom1cg79pj70mgl8xlum0rw5yy6enk9jszsrzvwysn,49096661.0,gol.load,masters
372,bostrom1gw5kdey7fs9wdh05w66s0h4s24tjdvtc9v6vpe,43597835.0,gol.load,masters
373,bostrom177y7sqkxmvl22j632haf8y9gv0j3wedssq5m50,28672450.0,gol.load,masters
374,bostrom12u6qgyrdsy4xmw04vfkkkh9a9tqzw66g59hudt,27886903.0,gol.load,masters
375,bostrom1p0r7uxstcw8ehrwuj4kn8qzzs0yypsjwxgd445,26708583.0,gol.load,masters
376,bostrom1pjvkddp4fmx8ym5j7s7su8kn3zuqj255djzpja,22780851.0,gol.load,masters
377,bostrom16macu2qtc0jmqc7txvf0wkz84cycsx728ah0xc,16103705.0,gol.load,masters
378,bostrom13nrdf490fsuv4rwjp02hlyvalqjkn5u6xxqvqz,14925385.0,gol.load,masters
379,bostrom1fp9q2t9zn9gr5qjh9wljxuavtcsc4h8uqgnm2e,12175972.0,gol.load,masters
380,bostrom1u2s32xsws9y2sskz6zvn7lawepdqxad5dcsyy6,10212105.0,gol.load,masters
381,bostrom158mysantvvk7x65tfhhuu8q2va4ls34r54hk78,9819332.0,gol.load,masters
382,bostrom1d8754xqa9245pctlfcyv8eah468neqzn3a0y0t,7069919.0,gol.load,masters
383,bostrom1ucl2c39dpwqm9pp6cvmlazn2tkwavszhs27j96,5891599.0,gol.load,masters
384,bostrom1clalfxmsrqdgnqq5uxlx0mc983pyp3wq4xl03c,4713279.0,gol.load,masters
385,bostrom1wf8alywyvlxy2dqfe38efdpdmuscfpf4jxvg6r,4320506.0,gol.load,masters
386,bostrom13zf8kghx7h5fyttk6xdnjqn9c87z0rd36sfqjw,4320506.0,gol.load,masters
387,bostrom1sng0f47cuvx6edxaujh24wc3dvk94q0w6r6smh,3927733.0,gol.load,masters
388,bostrom1hyjhy0tp6geral2g9vj9nyteglf8t5q42gfq3j,3927733.0,gol.load,masters
389,bostrom1cc43k76udpd3xvpn6md76zz3ru6nvcnreeg2eq,3927733.0,gol.load,masters
390,bostrom1l5x6kerswths5xl0d6672y9yyn9mg2vw8yz59q,3142186.0,gol.load,masters
391,bostrom1qe4sguqg8ztlyy7psf7lzwr4ahph9j36k5hltz,2749413.0,gol.load,masters
392,bostrom1mn8ev805fde2xswght0snwfayfj9tn54dt24zg,2749413.0,gol.load,masters
393,bostrom16vc2mjjfxx2h5m6jpdp4nqfu5095qaeeq27qxj,2749413.0,gol.load,masters
394,bostrom1u3ap2d4ytcqrr6jlsjf380g3lvgldq4m64s7dg,2356640.0,gol.load,masters
395,bostrom1pmaltcu0x97x8j5klc8xluaapkzcvztcn2vkmw,2356640.0,gol.load,masters
396,bostrom1jmhqgld7luvuhh42wac24z6nlggjvkc7fzgs62,2356640.0,gol.load,masters
397,bostrom1qjknpllzp6w6qsxxjx52zxald29wpyzljznzdv,1571093.0,gol.load,masters
398,bostrom1mnrwpdlnglhtqwa55fa66va0j3fv72nvkz4e2x,1571093.0,gol.load,masters
399,bostrom1eq2h9enjxsg5s08scr69lzwde8fl79snw20dc8,1571093.0,gol.load,masters
400,bostrom1dx8mvxfu6mpfnjehvdkp9lsvu78ek2gjr7r766,1571093.0,gol.load,masters
401,bostrom19uryr2zuxcfdevfq429jng9a2evxwadlsky04c,1571093.0,gol.load,masters
402,bostrom16862syzdtc6h0sxz92jhnjjas5yhhjgzvyewwd,1571093.0,gol.load,masters
403,bostrom1teuan269feyw4ax94jfp4pcgrhqnn28gxxz8mw,1178320.0,gol.load,masters
404,bostrom1ggc9sqvj0uhnzwxu5dyzcr05shwd2vv2guqmas,1178320.0,gol.load,masters
405,bostrom1duc9gthaeg82lx9pdf642g043xqhgxgxmfvwsz,1178320.0,gol.load,masters
406,bostrom1yvlp9gzqaufwz02swp5wqsqhlmfcrcl8m22gzm,785547.0,gol.load,masters
407,bostrom1latzme6xf6s8tsrymuu6laf2ks2humqvfcz7m6,785547.0,gol.load,masters
408,bostrom1ec9da8avgv7tnvsx3v8g8veqrhlqq26lnncg5t,785547.0,gol.load,masters
409,bostrom1e20hw2pqcgxvumkwn2qeeavcrswzskzjhr2aq0,785547.0,gol.load,masters
410,bostrom1c7pv6zyza76f3yhv0zvjc042e8m7w796qmvkse,785547.0,gol.load,masters
411,bostrom1yslufs9kq762qty0wh62c8qtlpm2202ejmw4ef,392773.0,gol.load,masters
412,bostrom1y935ede6znmcvqdmn6mnl2aa5zxcqvvracsczu,392773.0,gol.load,masters
413,bostrom1y675phjdvw576ahlcmlamrzr28rjht9mx709lg,392773.0,gol.load,masters
414,bostrom1kjhdx3nkh6krdhryvjzkq33xwh6wsyy7y8ark6,392773.0,gol.load,masters
415,bostrom1jxpe7neu764uasz5y5u4lrr5jtltv430gjm9dw,392773.0,gol.load,masters
416,bostrom1hq8d6pu2l6wkrwu9jxcqjcu55g8l43zxmrd6dk,392773.0,gol.load,masters
417,bostrom1c4h647a9rj8n9zye5ttmh9chpg66f3ffdvdds0,392773.0,gol.load,masters
418,bostrom14ysuwg6p4fzfaa6tg4s3hazu86pfevsw4cegce,392773.0,gol.load,masters
419,bostrom1679yrs8dmska7wcsawgy2m25kwucm3z0hwr74y,120664978934.0,gol.relevance,masters
420,bostrom1ke7kxdn29w2lrxt9dzusa6shvmwd8xm9gxm2zf,73420928895.0,gol.relevance,masters
421,bostrom16macu2qtc0jmqc7txvf0wkz84cycsx728ah0xc,55778469820.0,gol.relevance,masters
422,bostrom1x7wp0u877dkw7m84jv54c9g6zpd5r8t2nm47gn,33812731064.0,gol.relevance,masters
423,bostrom1quchyywzdxp62dq3rwan8fg35v6j58sjwnfpuu,32771825520.0,gol.relevance,masters
424,bostrom1gss7y04dky2fykck4dyp0pe39wxawlxm2l0yj2,28704261935.0,gol.relevance,masters
425,bostrom1ymprf45c44rp9k0g2r84w2tjhsq7kalv98rgpt,26452621959.0,gol.relevance,masters
426,bostrom1cerh237zd5rdexptjw8ryhwdf2tc9eupz7sfn0,20918517127.0,gol.relevance,masters
427,bostrom177y7sqkxmvl22j632haf8y9gv0j3wedssq5m50,16249193036.0,gol.relevance,masters
428,bostrom1fz799u9jc0umceng3nkjt0njxy6y3550uq06jn,14973655085.0,gol.relevance,masters
429,bostrom1wzqyjejz5px38vgqsegafrcexl3963q9dsgqh9,13098969682.0,gol.relevance,masters
430,bostrom1evz2xfd6sam0kzz5qc5lje4s90vcgyyrzz47pm,11323309556.0,gol.relevance,masters
431,bostrom1mzmzlzk4xpm6zy68c43e6hen98w07yhfedumgg,10780033350.0,gol.relevance,masters
432,bostrom1hmkqhy8ygl6tnl5g8tc503rwrmmrkjcq3lduwj,10420579129.0,gol.relevance,masters
433,bostrom1udal5nr3lz7mg7j7k79se4rz0tsjj8lur45q99,7057738490.0,gol.relevance,masters
434,bostrom184dur4s6pldvhvcyputu6yshsm09s6wmvylt8k,5728639830.0,gol.relevance,masters
435,bostrom15zs0cjct43xs4z4sesxcrynar5mxm82f0ykhl3,3719085456.0,gol.relevance,masters
436,bostrom1s2a7rckcky6jmhncxwy0xtwf2ymg87puk6jpzz,2774105228.0,gol.relevance,masters
437,bostrom18naxcfp2s397a2ucav2m53f003uylk3qz9fvr7,2462577501.0,gol.relevance,masters
438,bostrom1wnpak7sfawsfv9c8vqe7naxfa4g99lv77d7c0z,1750177336.0,gol.relevance,masters
439,bostrom1stfw0z5nf2ncxxtrk7zndpf2dla3nh379egwcy,1635757102.0,gol.relevance,masters
440,bostrom1zy553za8nenzukmv65240323jhuvxzym4pl6w9,1160221687.0,gol.relevance,masters
441,bostrom1mj0sj4eaar5qnjn3l05ep5wgq3l6agtvvqwvyk,951997050.0,gol.relevance,masters
442,bostrom147rnn0rxqkythj4j9ccq0kytmh7f005rn0a3zj,792143948.0,gol.relevance,masters
443,bostrom1sm9sq4wnn62tk5yz0x3fvvx2ea9efguqwvdu64,594091324.0,gol.relevance,masters
444,bostrom1gyhwacrpqwues05pkavw7xwehcqsmgruy34zps,564067516.0,gol.relevance,masters
445,bostrom1u2s32xsws9y2sskz6zvn7lawepdqxad5dcsyy6,320482915.0,gol.relevance,masters
446,bostrom1en69twaxmv7xupy8lq7y539dpecx7yz8g0k8ft,301861873.0,gol.relevance,masters
447,bostrom1d8754xqa9245pctlfcyv8eah468neqzn3a0y0t,232748525.0,gol.relevance,masters
448,bostrom19uryr2zuxcfdevfq429jng9a2evxwadlsky04c,197186458.0,gol.relevance,masters
449,bostrom1n55zyf6wlvh8jp4wxqgx4ta283jx0e2n2tutgm,114773762.0,gol.relevance,masters
450,bostrom19ys53t55r725j882gjcrnf7s449gdrds3h2hu4,70470760.0,gol.relevance,masters
451,bostrom19wtkh935tx2ut2n4m6tjvkfvew4shaeezfl7em,59855356.0,gol.relevance,masters
452,bostrom1a2kn43nquua6gmr4n42htmjpceqj7fzushe28h,52853070.0,gol.relevance,masters
453,bostrom1dt9lwmuq8rkngm5gajxchqhpcnavgp7md9v929,46807970.0,gol.relevance,masters
454,bostrom1u74s0z4ft63c6zz7g8xs62esdtdjkzuk4zf0rt,42282456.0,gol.relevance,masters
455,bostrom1wnpak7sfawsfv9c8vqe7naxfa4g99lv77d7c0z,45500000000.0,gol.sergeandmyself,masters
456,bostrom1d9en5u0cfaucavx848qeq4k6ywqd3z5d5a778h,20000000000.0,gol.sergeandmyself,masters
457,bostrom1edwwsevuywe3sx82sustvyx3f3cvjt44ugccgy,20000000000.0,gol.sergeandmyself,masters
458,bostrom1gcy4f6f2sc73aegd9r68rt2q6teekl6swjva3p,20000000000.0,gol.sergeandmyself,masters
459,bostrom1d6nkeqxmme3564wd889kr6cjed3asxqzjve0wl,20000000000.0,gol.sergeandmyself,masters
460,bostrom1djdfq5mn3dzm9whpznczxz77s8ep2qggc5w5xn,20000000000.0,gol.sergeandmyself,masters
461,bostrom1z8fyzv3mjfccvrxhckr2u3lnc0hrgrlm4zkf8c,20000000000.0,gol.sergeandmyself,masters
462,bostrom1teuan269feyw4ax94jfp4pcgrhqnn28gxxz8mw,20000000000.0,gol.sergeandmyself,masters
463,bostrom1tcnlvf6qhlc3x7ax2vk3vzhxhf8wy8xrnjl72d,20000000000.0,gol.sergeandmyself,masters
464,bostrom17ud38eyfkd800kvw3c9kl3zpvgvj296nfszelr,20000000000.0,gol.sergeandmyself,masters
465,bostrom19rtverjn8kw7dzwzch2elktxgcmak6dlqugxfw,20000000000.0,gol.sergeandmyself,masters
466,bostrom1mlqakhlxplhlezk80lph99wcy377j9dk2qx3gg,4000000000.0,gol.sergeandmyself,masters
467,bostrom1a4mzr2y2g0cc9f0uhyeh3ftmsfxzqwxfdqtd7c,6001189000.0,gol.sergeandmyself,masters
468,bostrom1pjvkddp4fmx8ym5j7s7su8kn3zuqj255djzpja,4000000000.0,gol.sergeandmyself,masters
469,bostrom1ssu4wqtzvvmwcukcv7l8zxny647mdx03e0t57j,2001189000.0,gol.sergeandmyself,masters
470,bostrom12reh000lje8y20wshqmgl8tg70qggt2ac7qz45,2000000000.0,gol.sergeandmyself,masters
471,bostrom150svyax8m8dwljwenc8xxtsg0avud07m5frlrz,200000000.0,gol.sergeandmyself,masters
472,bostrom1yvlp9gzqaufwz02swp5wqsqhlmfcrcl8m22gzm,200000000.0,gol.sergeandmyself,masters
473,bostrom14tjwqqyha0c9r0s29dm0n0zdpdc4hfrvn7jqsq,200000000.0,gol.sergeandmyself,masters
474,bostrom1x8r0ktn36dsxsadnp3863txyd9pksrp6awcuaa,200000000.0,gol.sergeandmyself,masters
475,bostrom19lsruwa85k93ahzkdwaydyrl6ehz9dmmkava0y,200000000.0,gol.sergeandmyself,masters
476,bostrom1tyzmkpn0axquu4jlht3lllsmq03um8kn5cu5pt,200000000.0,gol.sergeandmyself,masters
477,bostrom10a9mqy8cu04nyz3nj934ck39p6u9ddjt9y5fve,200000000.0,gol.sergeandmyself,masters
478,bostrom1f2uslv6udnjwyqkdngc7rswp5vkmgavzgy952g,200000000.0,gol.sergeandmyself,masters
479,bostrom1t7gw3d2jz4qc6k6umgkazvfyeydjv7l6nym265,200000000.0,gol.sergeandmyself,masters
480,bostrom1rc2647d9nftgwwh9n5vaw26lnjdrewc4dum68g,200000000.0,gol.sergeandmyself,masters
481,bostrom1zejjt25xw9gwvhave95ykkvgqjtk7j56fe9cwh,200000000.0,gol.sergeandmyself,masters
