,subject,multisigs,pre_bostrom_heroes,comm_pool,cyberd_bot_sergey,delegation,euler-4,inventors,investors,lifetime,load,port,relevance,sergeandmyself_rewards,takeoff,posthuman_rewards,sum
180,bostrom1mryr27k3h8kqr5ahj82v0ym2xexdewfc9rmng8,,,,,,6310270182.0,,,,,,,,,,6310270182.0
181,bostrom1gg73t0eyrkqf953waqxh6uqah62p46jyg82ulr,,,,,,5787292447.0,,,,,,,,,,5787292447.0
182,bostrom184dur4s6pldvhvcyputu6yshsm09s6wmvylt8k,,,,,,,,,,,,5728639830.0,,,,5728639830.0
183,bostrom1g2d9xyuf7ddgaj4llxvg50pfhlsr9ehf2r8dr6,,4818065010.0,,,154956147.0,,,,716488373.0,,,,,,,5689509530.0
184,bostrom19vgwu99fdawejnedgsfx8dmxuc0z4emjf7a044,,,,,,,,,5014404214.0,,,,,,,5014404214.0
185,bostrom1gxyf6tsjamnavmkfk43mwfzwscn4tgfkz8k85n,,,5000000000.0,,,,,,,,,,,,,5000000000.0
186,bostrom15n3t80p7eseld809f7fu3s9tlcezlymkfeu59n,,4294256393.0,,,,,,,,,,,,,,4294256393.0
187,bostrom1s6v5ragv9gg3sq7j3aeqtyy82uaxv3y05hzhh8,,,,,,,,,4273801138.0,,,,,,,4273801138.0
188,bostrom1jx0az02ccnt4mgj2r9vhvycsdjsztrrgdkwzr3,,,,,,4220671315.0,,,,,,,,,,4220671315.0
189,bostrom1pjvkddp4fmx8ym5j7s7su8kn3zuqj255djzpja,,,,,,,,,,22780851.0,,,4000000000.0,,,4022780851.0
190,bostrom1mlqakhlxplhlezk80lph99wcy377j9dk2qx3gg,,,,,,,,,,,,,4000000000.0,,,4000000000.0
191,bostrom1nuc82t22xgp09rs2tdnlxxgm95pjg5matjwwye,,,,,5497646.0,,,,3567926892.0,,,,,,,3573424538.0
192,bostrom1r90j4656xsug2hkj57a3knqcs9huh3ea88ykhp,,,,,,3475567070.0,,,,,,,,,,3475567070.0
193,bostrom1w4tk9lj8qtx2x4xf4emgrnq950hnlajsxlnl3u,,3420409835.0,,,,,,,,,,,,,,3420409835.0
194,bostrom1s8l0akn79kk74g32kf86stfsa08ck9qmm4v6ws,,3409436625.0,,,,,,,,,,,,,,3409436625.0
195,bostrom10aqelwndkz9k8uawp26elxep64ayc5rgn24h7p,,3389782351.0,,,,,,,,,,,,,,3389782351.0
196,bostrom1ap7zhu5gxlk7n3g97dqehm9nnt3mje3nr5jecs,,3368708754.0,,,,,,,,,,,,,,3368708754.0
197,bostrom1j6he98h8xwnt2yp9eczhhuff3k3hvk98gr27ee,,3326309936.0,,,,,,,,,,,,,,3326309936.0
198,bostrom1mskldfjlnup46adzss7lukfh3emm6z4lmqhk7z,,3275155354.0,,,,,,,,,,,,,,3275155354.0
199,bostrom12ysvrknuwdr6737fnc06v875whfh52xj3ewaf2,,2961579452.0,,,,,,,,,,,,,,2961579452.0
200,bostrom10trdf5eyfcmc9graltx4hmpgznhrm7hdz82k2n,,2941697143.0,,,,,,,,,,,,,,2941697143.0
201,bostrom1zl0t5703q42qx7drxsgl9thjwlul5x6unjhwgn,,,,,,2742969308.0,,,,,,,,,,2742969308.0
202,bostrom1hyjhy0tp6geral2g9vj9nyteglf8t5q42gfq3j,,,,,,,,,,3927733.0,2184963106.0,,200000000.0,,,2388890839.0
203,bostrom1jz57cgfr248y9w6sn76l7pugjkr6e7zh6y2grp,,,,,,,,,,,,,200000000.0,2178739020.0,,2378739020.0
204,bostrom15gk8edxtvvp372flljk884fav55y8ehwru4u8w,,,,,,,,,,,,,,2279889403.0,,2279889403.0
205,bostrom1d8mq46wt2yxsgwrmh6hhfgycl0537w8gggn47f,,,,,,,,,,,2182283065.0,,,,,2182283065.0
206,bostrom1wm4026rxqcrkh09k806m6y4lys942etx5cjz9z,,2128629825.0,,,,,,,,,,,,,,2128629825.0
207,bostrom13q0m4hw6pmajqdqn4g464vzmst78sf55ktrp05,,,,,,2064986311.0,,,,,,,,,,2064986311.0
208,bostrom1p0r7uxstcw8ehrwuj4kn8qzzs0yypsjwxgd445,,,,,,,,,,26708583.0,1992130580.0,,,,,2018839163.0
209,bostrom1ssu4wqtzvvmwcukcv7l8zxny647mdx03e0t57j,,,,,,,,,,,,,2001189000.0,,,2001189000.0
210,bostrom12reh000lje8y20wshqmgl8tg70qggt2ac7qz45,,,,,,,,,,,,,2000000000.0,,,2000000000.0
211,bostrom1hmrxmc27fu4ggdpvpxqtahn6uvtj38vuu77a02,,,,,10268322.0,,,,1844228437.0,,,,,,,1854496759.0
212,bostrom1gw5kdey7fs9wdh05w66s0h4s24tjdvtc9v6vpe,,,,,,,,,,43597835.0,,,,1755881840.0,,1799479675.0
213,bostrom1kajt7sxfpnfujm7ptj90654lmwz4sftpc9mp9a,,,,,,,,,,,,,,1743792737.0,,1743792737.0
214,bostrom1y6huw3naar38u4rtgqmlh9smfu93gszst9tawp,,,,,,,,,1688512495.0,,,,,,,1688512495.0
215,bostrom1jdmfxzpnqqlhjsju3mz7qsgvvdparw5acx7t62,,1664373777.0,,,,,,,,,,,,,,1664373777.0
216,bostrom15kdrahda8qcyfa9xe8kt2f737m22x2sleslj5l,,,,,3552879.0,,,,1628053769.0,,,,,,,1631606648.0
217,bostrom1uwfk6h06w8vnhmyp48vwcpgwncsec8yv3z0xyg,,,,,8204799.0,,,,1494510816.0,,,,,,,1502715615.0
218,bostrom1smsn8u0h5tlvt3jazf78nnrv54aspged9h2nl9,,1454337644.0,,,,,,,,,,,,,,1454337644.0
219,bostrom15kl5tv0smz5h8eewu5hs9mtnusz4dereyqxxtw,,1408569410.0,,,,,,,,,,,,,,1408569410.0
220,bostrom1uew6fawa3ahu60tj5kspmr4u0zvljj69q4s3ps,,1380580057.0,,,,,,,,,,,,,,1380580057.0
221,bostrom16qu2ymnzzjn05xc6yszjy50caaahcahdvmex5e,,,,,,1362390306.0,,,,,,,,,,1362390306.0
222,bostrom1ezpth4mp3eeqdt49kgqd5ctr69xev6v2gykpur,,1351419074.0,,,,,,,,,,,,,,1351419074.0
223,bostrom1avvkajdvmj9d8jpl0ga4scftjykeuhjpsa9kf5,,1334996609.0,,,,,,,,,,,,,,1334996609.0
224,bostrom1gd9r9uhd8a5k2naudq4hua3vf3lkwhfrm63qhq,,1301510822.0,,,,,,,,,,,,,,1301510822.0
225,bostrom1vrym7t34gs9t2dkd8z849zcymkj54kgq7pdf8z,,1231063676.0,,,,,,,,,,,,,,1231063676.0
226,bostrom1lk3yjcn0lvwj9f2dj75m8y3smpq5s5zsnnj3nz,,1202315516.0,,,,,,,,,,,,,,1202315516.0
227,bostrom1hqeqy4s039q0qcpayqcyaq5hyyvmph97t79m9n,,,,,,,,,1190379955.0,,,,,,,1190379955.0
228,bostrom1mj0sj4eaar5qnjn3l05ep5wgq3l6agtvvqwvyk,,,,,,,,,,226237413.0,,951997050.0,,,,1178234463.0
229,bostrom1hk49ws6ded79xmwehv7yrw3q6mfj7kulafxqhr,,1108262797.0,,,,,,,,,,,,,,1108262797.0
230,bostrom1t575qeee3qgshuf964qal057z77vljqef9tlck,,,,,,,,,,,,,,1099995800.0,,1099995800.0
231,bostrom1n55zyf6wlvh8jp4wxqgx4ta283jx0e2n2tutgm,,,,,,,,,,984682627.0,,114773762.0,,,,1099456389.0
232,bostrom1vx9qctuxswd6ydcv4z5pcuuvct7y9l0nqq799x,,1083041319.0,,,,,,,,,,,,,,1083041319.0
233,bostrom105zy26ze9gean4qukqlvhkv4mtcndc9t2xaydz,,,,,,,,,,,,,,1006206924.0,,1006206924.0
234,bostrom180upuj8yp0326px2uys9r60xrlhpsa6fwryf80,,,,1000000000.0,,,,,,,,,,,,1000000000.0
235,bostrom178nsekn4qcdkqqmv95qlmp68kaqpga3zpsdnf4,,,,1000000000.0,,,,,,,,,,,,1000000000.0
236,bostrom1fn4ep44ud3edyh304ta38f55xd6pxswsw9e23z,,,,1000000000.0,,,,,,,,,,,,1000000000.0
237,bostrom143dfs4ur5gjvwgx8l54jjz27rq57us0zz3hqj0,,,,1000000000.0,,,,,,,,,,,,1000000000.0
238,bostrom19trgcp8uldtc5xtnpf0u7x7dk3t3jcp4y7cusm,,,,1000000000.0,,,,,,,,,,,,1000000000.0
239,bostrom13uz23f4stcg8esqvvc7d2w9psxv0dya5xaq5ne,,,,1000000000.0,,,,,,,,,,,,1000000000.0
240,bostrom1duc9gthaeg82lx9pdf642g043xqhgxgxmfvwsz,,,,,,,,,,1178320.0,993141688.0,,,,,994320008.0
241,bostrom14h099ukgvp4fm9qs0xnmljzhevrmneq6m6cltv,,,,,,,,,978084362.0,,,,,,,978084362.0
242,bostrom1a30w6j4m6g3s2c6zt02z56xynnuaqmn3ahwxuq,,,,,,,,,,,,,,774688373.0,200000000.0,974688373.0
243,bostrom1xpl2sx64ra5san4su0r0hj8z9eh5cf5dcv48qa,,,,,,,,,,,970654649.0,,,,,970654649.0
244,bostrom1hem3076xmat8ttr0cg0nnn2lghtc2p7xtzpj8s,,,,,,,,,,,951329198.0,,,,,951329198.0
245,bostrom1xhk0s2ynz2sq3ak3lr4u5gg0da4vyaxkfjhg7l,,,,,,,,,924447759.0,,,,,,,924447759.0
246,bostrom1ydc5fy9fjdygvgw36u49yj39fr67pd9mv67ety,,894267502.0,,,,,,,,,,,,,,894267502.0
247,bostrom1wkjn2nc4v5g3tpjj043wxtmeda90ql3yqqddav,,814730401.0,,,,,,,,,,,,,,814730401.0
248,bostrom1gh09lmm8flkuu3w38mr4axvunnu6qqlapuwzrv,,760249650.0,,,,,,,,,,,,,,760249650.0
249,bostrom1pmaltcu0x97x8j5klc8xluaapkzcvztcn2vkmw,,,,,,,,,,2356640.0,,,,734384390.0,,736741030.0
250,bostrom1sm9sq4wnn62tk5yz0x3fvvx2ea9efguqwvdu64,,,,,,,,,,128044091.0,,594091324.0,,,,722135415.0
251,bostrom1n3mhyp9fvcmuu8l0q8qvjy07x0rql8q4uwev5z,,,,,,,,,,,,,,704276829.0,,704276829.0
252,bostrom1m0tjgkrh4td9fcp8nnssu3rfdahzfgdshsall9,,682238027.0,,,,,,,,,,,,,,682238027.0
253,bostrom1u3ap2d4ytcqrr6jlsjf380g3lvgldq4m64s7dg,,,,,,,,,,2356640.0,,,,673130864.0,,675487504.0
254,bostrom1keny4peq77drtcdj6fscd9eknqcqyjmxqcr8t8,,,,,,,,,,,,,,647527281.0,,647527281.0
255,bostrom1gyhwacrpqwues05pkavw7xwehcqsmgruy34zps,,,,,,,,,,,,564067516.0,,,,564067516.0
256,bostrom16w2xwdzf6tzucpwcjjqtg9656a4kkv7g2f6vk9,,,,,205345882.0,,,,252779909.0,,,,,,,458125791.0
257,bostrom1ypzhtfsyuejekw0w0z207wyedqm3xqafc8nu7g,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
258,bostrom1rc2647d9nftgwwh9n5vaw26lnjdrewc4dum68g,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
259,bostrom18ghdg8y5hx6esxm6ndw3ywgtalvkmz48zeyc6z,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
260,bostrom1nsffk0nt927vn7pdsk8epzjeqch3yfzkzq57pl,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
261,bostrom1nqxwnut0hdgsn3l9zaladaft5xt9c6ex9qquza,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
262,bostrom19lsruwa85k93ahzkdwaydyrl6ehz9dmmkava0y,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
263,bostrom1pt3a6xk432vs8lp0z6ya3qhqhxks99xe4sxxqq,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
264,bostrom10a9mqy8cu04nyz3nj934ck39p6u9ddjt9y5fve,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
265,bostrom1e4cnw86pl73k2sfv7uwauflfl42qzncn4akyv7,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
266,bostrom19wlc6vms3qkuy48wgg2dl06veahgxl47s8859j,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
267,bostrom1ysn8jyjv464fv4wpt40vezh7d5tw05tc9v858t,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
268,bostrom1gfkztltd789py02jcd79dnkl252uej7x8pnx4p,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
269,bostrom14thj9udwenk5q8c5ey2urude2j54xud2a26rp3,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
270,bostrom1fzkp5pux48ux72wsgls9lhxp5cq2tqsy32hfec,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
271,bostrom1hmdjgtv3yq4qzyuk3ynyt42sjntma8hqarepjd,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
272,bostrom17jq8ev7n4e3zv8zdek5mccvxcgxxtkwva5vwtx,,,,,,,,,,,,,200000000.0,,200000000.0,400000000.0
273,bostrom1u2s32xsws9y2sskz6zvn7lawepdqxad5dcsyy6,,,,,,,,,,10212105.0,,320482915.0,,,,330695020.0
274,bostrom14z6glatrayal5j53632kcefskyge6ujmgshqfv,,,,,,,,,327466267.0,,,,,,,327466267.0
275,bostrom1glgevt43557u6s7a2q9q40kzt8myw4ngcv6wr6,,,,,,,,,,309112576.0,,,,,,309112576.0
276,bostrom1g36u05ehktgw5h5udj8hyudd9057d9tx9r6zef,,303617054.0,,,,,,,,,,,,,,303617054.0
277,bostrom14n625exc6ftee3t6tez3hj47lv49amjzan5pkr,,,,,,,,,236797768.0,,,,,,,236797768.0
278,bostrom1z8mlsd42eaguaqf5gexy5a7jxgpwpgvz99qzft,,,,,,,,,,,218609970.0,,,,,218609970.0
279,bostrom1v2n3hg6s4resacgpemfyrd5hul2ntk7tftnk6u,,,,,,,,,,,218382779.0,,,,,218382779.0
280,bostrom1ufpz4dlnfawg0pr5dcq4hkrf9gs30mu0272p9w,,,,,,,,,,,218341548.0,,,,,218341548.0
281,bostrom1mkhugmqg9c0qe27stz3m4my9xq7e9pct0jyr3p,,,,,,,,,,,218115192.0,,,,,218115192.0
282,bostrom1yvlp9gzqaufwz02swp5wqsqhlmfcrcl8m22gzm,,,,,,,,,,785547.0,,,200000000.0,,,200785547.0
283,bostrom1s05hsv6fxhkpclwxzgnlfjjk7qdm78nmpchj08,,,,,,,,,,,,,200000000.0,,,200000000.0
284,bostrom1qsm0ujra4vdwymc5vrtey2rvalyq8392h75nr4,,,,,,,,,,,,,200000000.0,,,200000000.0
285,bostrom130avjyegx7glgnqvraetqj6ztacrqv9kdwawkj,,,,,,,,,,,,,200000000.0,,,200000000.0
286,bostrom1e08w7wrjn05gl06xkwnlfmud5f6trdkrf0drg5,,,,,,,,,,,,,200000000.0,,,200000000.0
287,bostrom1pzp9nadejsjzfkpfl9k7ktu2cfhprw4r7qvd5p,,,,,,,,,,,,,200000000.0,,,200000000.0
288,bostrom176q2gvutyk63dzknylcvdhp6lyjwu5w9fdmmev,,,,,,,,,,,,,200000000.0,,,200000000.0
289,bostrom104rtaftr9xmx6dcakempk590tfxx4ytddqcj97,,,,,,,,,,,,,200000000.0,,,200000000.0
290,bostrom1damlfdlp8yynjvrmv6pd3t33f4currrhe4cm4z,,,,,,,,,,,,,200000000.0,,,200000000.0
291,bostrom1f6tmyjffs0p7f6xeh25esjhawxu2kll9j00a47,,,,,,,,,,,,,200000000.0,,,200000000.0
292,bostrom1jlu5u2sj0afddmcj7lxfy0ng466s8l2qdjz24v,,,,,,,,,,,,,200000000.0,,,200000000.0
293,bostrom105c5jk0xwzlk4pexgaeqkxq0xadtqchc4lmev6,,,,,,,,,,,,,200000000.0,,,200000000.0
294,bostrom185tek8r0ptelug0erducctzc4d83q5np3339k5,,,,,,,,,,,,,200000000.0,,,200000000.0
295,bostrom1s4ytylknecgkp7sp3jgf2f5lj7mm2xxz0f9rl3,,,,,,,,,,,,,200000000.0,,,200000000.0
296,bostrom1z0m5tcv4jde5acv0w4dms537wvntgj7x47zmeu,,,,,,,,,,,,,200000000.0,,,200000000.0
297,bostrom1hjjsjgv7sx88mxfq9y44ql24xs76jj3w7y9ff8,,,,,,,,,,,,,200000000.0,,,200000000.0
298,bostrom16gxdwa79rsvkjaawpcpswthgahm56p4mpu8fe9,,,,,,,,,,,,,200000000.0,,,200000000.0
299,bostrom1y9tvvunr7uaqjjw8u6xn5muypq6pheyz5gygm3,,,,,,,,,,,,,200000000.0,,,200000000.0
300,bostrom1m9x4gg6frezyeqldxdz4dvegxpcytxnapgykwu,,,,,,,,,,,,,200000000.0,,,200000000.0
301,bostrom1p4uyyk8sc2arl4n9egw3xrn9g7rpkzlerf4nlc,,,,,,,,,,,,,200000000.0,,,200000000.0
302,bostrom1pfwja2fu2qcqvdws6rcdr9y6za46dklaxc83fh,,,,,,,,,,,,,200000000.0,,,200000000.0
303,bostrom1r7grd2sazgzsy8y0c8wlsnjyhdc0sq4npr0v4q,,,,,,,,,,,,,200000000.0,,,200000000.0
304,bostrom17kwvcuvar02ldacltr48373rm74z8lfkcq80vj,,,,,,,,,,,,,200000000.0,,,200000000.0
305,bostrom1t5r4uhu0tscqw380t6hqmvrgyhlrj3u43vsm43,,,,,,,,,,,,,200000000.0,,,200000000.0
306,bostrom1evnwfeuqsgkjwe5qwe5acyy6m4w5ch03m3e7a6,,,,,,,,,,,,,200000000.0,,,200000000.0
307,bostrom17vw0qcu9j8t6jhh83sjrzj07nwg9nndfcpw9g0,,,,,,,,,,,,,200000000.0,,,200000000.0
308,bostrom1jgvy2vr96auye3er6n3tkhlu9hnxs6h3a38rpp,,,,,,,,,,,,,200000000.0,,,200000000.0
309,bostrom1undz2328av9agfhaguqs8zxzejv5zqcc9grdmv,,,,,,,,,,,,,200000000.0,,,200000000.0
310,bostrom15a8z9l8ufw8v8zdddfhesnmfzwwhua7axrmfxl,,,,,,,,,,,,,200000000.0,,,200000000.0
311,bostrom1cmhrs08sqv0823mj057svp8jerp6avne6xmtrc,,,,,,,,,,,,,200000000.0,,,200000000.0
312,bostrom1808q4nv5qafkk8ec9h56wwth6sl5a5yd0elve6,,,,,,,,,,,,,200000000.0,,,200000000.0
313,bostrom1kfz37afuxfyajrzk7xv6937xc0jsq4zd0ce7dz,,,,,,,,,,,,,200000000.0,,,200000000.0
314,bostrom1kae5k3nnzs3q7tar4ec3w29w4avd8saqujpjk5,,,,,,,,,,,,,200000000.0,,,200000000.0
315,bostrom1w7f07762zelhx4spzkndmygh2dz58g3nn58v7q,,,,,,,,,,,,,200000000.0,,,200000000.0
316,bostrom1xvsukg4tltfzduw0lsvgqyrhe6rzrlp472ln92,,,,,,,,,,,,,200000000.0,,,200000000.0
317,bostrom189tpr8vg4qvwn7fgs6szkqr25yrammvvlzx0zr,,,,,,,,,,,,,200000000.0,,,200000000.0
318,bostrom1e8dsx8yx9mjn8v8egz2n5vafkymqw98wy4z6re,,,,,,,,,,,,,200000000.0,,,200000000.0
319,bostrom18fudz7p6ah9yvdr4p9aflp8pgzngx84cem5lra,,,,,,,,,,,,,200000000.0,,,200000000.0
320,bostrom13nef2p2g48kmj83m7f0ey76q6p9cdyrn03x4tz,,,,,,,,,,,,,200000000.0,,,200000000.0
321,bostrom1h9zrqgwcjtul3s9qxf0hk0ym9alm44ztywkfyj,,,,,,,,,,,,,200000000.0,,,200000000.0
322,bostrom1zyws7rajm9f3ql6jqqpzvnml0aym9vspd7tjxk,,,,,,,,,,,,,,,200000000.0,200000000.0
323,bostrom1jcj0w0e2khy0asm7dz8883xnepzmaxylwez7j2,,,,,,,,,,,,,,,200000000.0,200000000.0
324,bostrom1ftkw5j528j94cajk4rvqum3k7mhhmpvyc8k7yg,,,,,,,,,,,,,,,200000000.0,200000000.0
325,bostrom1l9yx676futn4h28rxupsvk7evl9s68hrufetdw,,,,,,,,,,,,,,,200000000.0,200000000.0
326,bostrom1knpgev72f2empt8j8gcn24my8kdasy2lcezjea,,,,,,,,,,,,,,,200000000.0,200000000.0
327,bostrom1clr05sms7eklm509ger6jdzhgheafskv4wwxrg,,,,,,,,,,,,,,,200000000.0,200000000.0
328,bostrom186tpdptavhzz7fg83vnm4r2y85cfqyg6sntmun,,,,,,,,,,,,,,,200000000.0,200000000.0
329,bostrom1qc4t2q45f826cfc7k0y45ma8f5qrrfv2nkly33,,,,,,,,,,,,,,,200000000.0,200000000.0
330,bostrom1n0wkta56ktj93nzpe9amkgrzq7rhzt3gy6m8uh,,,,,,,,,,,,,,,200000000.0,200000000.0
331,bostrom1exul86z68fzck5jra7jp8xdwvmfz5p9qyuh8um,,,,,,,,,,,,,,,200000000.0,200000000.0
332,bostrom1melp9r22clnjzzudd0thvs5zzveqfjyl9xfw54,,,,,,,,,,,,,,,200000000.0,200000000.0
333,bostrom1zx70t5xqc8h4kmvrssdc2w82v9ksw0r82a99av,,,,,,,,,,,,,,,200000000.0,200000000.0
334,bostrom17ssaukj47urfj6c8cgywyz9xhgqz3tnpy7n5kv,,,,,,,,,,,,,,,200000000.0,200000000.0
335,bostrom1znt56em2psvx8ylfpplcmpy5esrea08g2psvxm,,,,,,,,,,,,,,,200000000.0,200000000.0
336,bostrom1tz4yrvqlw87e74n783n0da4pttay2ypsfq6668,,,,,,,,,,,,,,,200000000.0,200000000.0
337,bostrom1prrtyfgrw2tzj9kua5eu7tnctt474m36eygux2,,,,,,,,,,,,,,,200000000.0,200000000.0
338,bostrom1pe42d4gkg7smf9na6dvh5twq9hgczsag4elx84,,,,,,,,,,,,,,,200000000.0,200000000.0
339,bostrom1q22fvnhna2zg2g2xm6s5587w8fvsh2zzfeey68,,,,,,,,,,,,,,,200000000.0,200000000.0
340,bostrom1nscf69wvc0wkgqm8ma79qv8cr6j6zq3dt0t898,,,,,,,,,,,,,,,200000000.0,200000000.0
341,bostrom1exv982mrkyfd967xv7fam7lq8h3ce3dvcnd4s3,,,,,,,,,,,,,,,200000000.0,200000000.0
342,bostrom14q65nd2ft893dagpln4fq39wutv2xmpe3kc4w0,,,,,,,,,,,,,,,200000000.0,200000000.0
343,bostrom17llhhwjmglhhqumz72e4jap5cj39r8rwar7zzv,,,,,,,,,,,,,,,200000000.0,200000000.0
344,bostrom15k9z24v0thrxffetjp97493ec89zlz7re07pjj,,,,,,,,,,,,,,,200000000.0,200000000.0
345,bostrom1y795vkzvczrauey63vmvvcjr84l3fjheqd8f38,,,,,,,,,,,,,,,200000000.0,200000000.0
346,bostrom1qf560sekun7kjsu4r0puey5u4fn90025f4q2p2,,,,,,,,,,,,,,,200000000.0,200000000.0
347,bostrom1v9p7ukxpw2yjk7eqm8720vkgqq5qlk7w3jqgzu,,,,,,,,,,,,,,,200000000.0,200000000.0
348,bostrom1a57rc9cnhdn4l843ca4990aqldh5wmq0uuetzg,,,,,,,,,,,,,,,200000000.0,200000000.0
349,bostrom1q2ajajyu0t544tudcnvk7xcznerhylz36p5vtc,,,,,,,,,,,,,,,200000000.0,200000000.0
350,bostrom1ayc0pueqve9a3xjpgwh3p4l6hjlyvfpvclvldm,,,,,,,,,,,,,,,200000000.0,200000000.0
351,bostrom1jmdtfuxag0deeuyxmj4ge2mqhvc200hlmzyztf,,,,,,,,,,,,,,,200000000.0,200000000.0
352,bostrom1k24kf4reet2lstvmkx9a4j0r87xfuqeqh2lprz,,,,,,,,,,,,,,,200000000.0,200000000.0
353,bostrom1pa0lcssmjkkycdvrhhzey5h94v34wuf9u4ths6,,,,,,,,,,,,,,,200000000.0,200000000.0
354,bostrom1sntt4y34tghn45vw97az7mz4vkcw8kgregkph7,,,,,,,,,,,,,,,200000000.0,200000000.0
355,bostrom12w37894jf7rt2ck709rk8xa23lz3lg9tv93tlz,,,,,,,,,,,,,,,200000000.0,200000000.0
356,bostrom13s4egz6pqg6a88dunme3esuee5w7qlkjttcs08,,,,,,,,,,,,,,,200000000.0,200000000.0
357,bostrom1amletsu7926696dpeay8wrewqgww5s7yunjjxr,,,,,,,,,,,,,,,200000000.0,200000000.0
358,bostrom1qkltelhy5zsr4kfrefvwsupxyt6y9skwjpd7h4,,,,,,,,,,,,,,,200000000.0,200000000.0
359,bostrom1nfdyvvjy5hum8gpgmt29d0m5y4te3ekpfyz7pw,,,,,,,,,,,,,,,200000000.0,200000000.0
360,bostrom1hjz37u09vws084cvwjlr5t27wmsrzm9tmfspu5,,,,,,,,,,,,,,,200000000.0,200000000.0
361,bostrom16zykdjnfjdy5cy3phuymmcghh8x24eah2cmmpu,,,,,,,,,,,,,,,200000000.0,200000000.0
362,bostrom15pax03gsgw84lsygpxyyvtthd8fswrqp7wjs7m,,,,,,,,,,,,,,,200000000.0,200000000.0
363,bostrom124ll3q05an955eh26ygn34u5gtm9287arjrgj9,,,,,,,,,,,,,,,200000000.0,200000000.0
364,bostrom1teyn0utv6yhnwux44ycfvqh6z888pvjaz9cz6l,,,,,,,,,,,,,,,200000000.0,200000000.0
365,bostrom10905rstxf5tzj0w6gguaa76ma7s32v48um4w9z,,,,,,,,,,,,,,,200000000.0,200000000.0
366,bostrom1m7y6qezuemqe6n535z7s80ee8zw4zg486vr53u,,,,,,,,,,,,,,,200000000.0,200000000.0
367,bostrom1pkhgpslggp3t0nrwskvgczxmavg7yejfullesx,,,,,,,,,,,,,,,200000000.0,200000000.0
368,bostrom1epcd5upewwa7s20u6kgf9uywa2f7c3yj6zaeg0,,,,,,,,,,,,,200000000.0,,,200000000.0
369,bostrom1pa0rcdua5v9d4vf09ksnnl7t96nfkf3w37k4dc,,,,,,,,,,,,,,,200000000.0,200000000.0
370,bostrom1durjade4he9l23rw38azruzfttpmc8223n6r87,,,,,,,,,,,,,,,200000000.0,200000000.0
371,bostrom16jvmfza0q60umemx2pv8s5kle2h8g9x6jj9fkq,,,,,,,,,,,,,,,200000000.0,200000000.0
372,bostrom1gywad2frusetg26dyh83cfaevacravashyjwg6,,,,,,,,,,,,,,,200000000.0,200000000.0
373,bostrom16kqpk5jg9e5ucxv3e003mf48yuamw4ce5ww4la,,,,,,,,,,,,,,,200000000.0,200000000.0
374,bostrom1zr9urr3m42w7pu5h5xn7rvghcdk5vtrtmfw7wf,,,,,,,,,,,,,,,200000000.0,200000000.0
375,bostrom1jet9jf456dja8vqlhk407l06yvfehwzuvjaynv,,,,,,,,,,,,,,,200000000.0,200000000.0
376,bostrom1q8ajen3vu5v5uu4czkvqasqvw827dz2nqq6d0s,,,,,,,,,,,,,,,200000000.0,200000000.0
377,bostrom12w56mhf4nsfchquw0sgzwn72qkzvfvquxhg6dn,,,,,,,,,,,,,,,200000000.0,200000000.0
378,bostrom10v8qjj6haddx7wmnr65mcsllu8xunkee7zg3z5,,,,,,,,,,,,,,,200000000.0,200000000.0
379,bostrom1hy8dexwz6ynlnnaj8ge7jvmzs4c6qmz6yh97lc,,,,,,,,,,,,,,,200000000.0,200000000.0
380,bostrom1vpp9vy0fnxxw8yk5t2cctutpfv8pprvyhnjw90,,,,,,,,,,,,,,,200000000.0,200000000.0
381,bostrom1w0u83ty3nmflg9846zmh28u0hweccs3fzfpx0f,,,,,,,,,,,,,,,200000000.0,200000000.0
382,bostrom1z6lhk6u25fceqylmgv65t5py0c8kclgkszmqyx,,,,,,,,,,,,,,,200000000.0,200000000.0
383,bostrom1zcf0ph3k4p2q2pl32zqspy5f7jkgxd5s4kcd66,,,,,,,,,,,,,,,200000000.0,200000000.0
384,bostrom1tx6dnqh0nnj05uuell7rhnwhennscehlnjylxv,,,,,,,,,,,,,200000000.0,,,200000000.0
385,bostrom1e0c3ehnfzvcxvwh9fgzyfc2vqshy9w53du7hnv,,,,,,,,,,,,,,,200000000.0,200000000.0
386,bostrom1u4427txgc9pulkuu0wk4v9cjxqa0dxee5az972,,,,,,,,,,,,,200000000.0,,,200000000.0
