,subject,multisigs,pre_bostrom_heroes,comm_pool,cyberd_bot_sergey,delegation,euler-4,inventors,investors,lifetime,load,port,relevance,sergeandmyself_rewards,takeoff,posthuman_rewards,sum
387,bostrom1uspnj6pvq0u78d8qux8lz6p24dzm998phldqgv,,,,200000000.0,,,,,,,,,,,,200000000.0
388,bostrom1gp5s4tetnk7ng49g58uhn2znfpmgs4cfdq4ns3,,,,200000000.0,,,,,,,,,,,,200000000.0
389,bostrom1j39uxls4clq76ej7mk2tdskvql2tdp2zek8g89,,,,200000000.0,,,,,,,,,,,,200000000.0
390,bostrom1u8yt9tvnwvvvlm36w97nyg27ue797hrvkz6eux,,,,,,,,,,,,,200000000.0,,,200000000.0
391,bostrom14c8rllqzmgyrkt8aeyanprl7g3adrlc2flq57a,,,,200000000.0,,,,,,,,,,,,200000000.0
392,bostrom1jrp04lvvpzkyylr4l7e5xp256l9yd4hdhrpmls,,,,200000000.0,,,,,,,,,,,,200000000.0
393,bostrom1ejkkddkuw63zn557l0lvqq3gmjcra53ealmy2x,,,,200000000.0,,,,,,,,,,,,200000000.0
394,bostrom1ggh3zff5paq5c3r2j34mquq9lrcc7s0nvfnuwz,,,,200000000.0,,,,,,,,,,,,200000000.0
395,bostrom17rg7cldfsqfmv53n6r7qmjmcge7ucxx2hhum0q,,,,200000000.0,,,,,,,,,,,,200000000.0
396,bostrom1gws6ulm3u23txc6p8kv6ew6e2zn45udrwjkdqm,,,,200000000.0,,,,,,,,,,,,200000000.0
397,bostrom1clk49u6rvv8c40udn9qgp0s8hv5uvfcgxqptky,,,,200000000.0,,,,,,,,,,,,200000000.0
398,bostrom1lk7m28npegzy0sz5s06sy95n27yzrj4d3rytdg,,,,200000000.0,,,,,,,,,,,,200000000.0
399,bostrom107v45crxqedhmf4yqa9y98v99wm2078fwtklsq,,,,200000000.0,,,,,,,,,,,,200000000.0
400,bostrom1pv5clfxxfpqvuerquue2vgr2ndgh0h50jx898c,,,,200000000.0,,,,,,,,,,,,200000000.0
401,bostrom134llrhdus60n7853fn3ulmx6uy7evsx3ltzstt,,,,200000000.0,,,,,,,,,,,,200000000.0
402,bostrom1xz2dkqrnrvq0ezc0vxtcvhwy39xr63vxzfedsr,,,,200000000.0,,,,,,,,,,,,200000000.0
403,bostrom1e3je4h3vkxywt2sf7mudelhf6zrx405yfgczkf,,,,200000000.0,,,,,,,,,,,,200000000.0
404,bostrom1jdypscylf6hjlrlva03tx5vqqkcdnllg6rpza7,,,,200000000.0,,,,,,,,,,,,200000000.0
405,bostrom150svyax8m8dwljwenc8xxtsg0avud07m5frlrz,,,,,,,,,,,,,200000000.0,,,200000000.0
406,bostrom14tjwqqyha0c9r0s29dm0n0zdpdc4hfrvn7jqsq,,,,,,,,,,,,,200000000.0,,,200000000.0
407,bostrom1x8r0ktn36dsxsadnp3863txyd9pksrp6awcuaa,,,,,,,,,,,,,200000000.0,,,200000000.0
408,bostrom1tyzmkpn0axquu4jlht3lllsmq03um8kn5cu5pt,,,,,,,,,,,,,200000000.0,,,200000000.0
409,bostrom1f2uslv6udnjwyqkdngc7rswp5vkmgavzgy952g,,,,,,,,,,,,,200000000.0,,,200000000.0
410,bostrom1t7gw3d2jz4qc6k6umgkazvfyeydjv7l6nym265,,,,,,,,,,,,,200000000.0,,,200000000.0
411,bostrom1qcy673rd8a27t48ry6evmv6as7fuetd8cyhnjn,,,,200000000.0,,,,,,,,,,,,200000000.0
412,bostrom12d3klseftxsfs5xmvjju339enk8xcvg5y55qvl,,,,200000000.0,,,,,,,,,,,,200000000.0
413,bostrom1f9nx8jrlx9pvns70edanu37mxtm359k606qyds,,,,200000000.0,,,,,,,,,,,,200000000.0
414,bostrom1t9xfg2kurjlvnw86repcpte3shpgasdjge6a7t,,,,200000000.0,,,,,,,,,,,,200000000.0
415,bostrom1jn8cp663fl0mv6k55xvy2lr6s0r57zg0v6gzr3,,,,200000000.0,,,,,,,,,,,,200000000.0
416,bostrom152xtf7tvw60tyhls32wwc9ypehqzf366zjkeeg,,,,200000000.0,,,,,,,,,,,,200000000.0
417,bostrom1zg3xqymyrvlu5fmmyx8htdm84kqt50t7xdfmuj,,,,200000000.0,,,,,,,,,,,,200000000.0
418,bostrom1fwx3u5w8qyzp8msv2n9umajgst86dnuqrsft0g,,,,200000000.0,,,,,,,,,,,,200000000.0
419,bostrom1nhkl9r84zjucmjswhddwq8zgpun5yks5mjk7xc,,,,200000000.0,,,,,,,,,,,,200000000.0
420,bostrom15884n6qmrwq8gjuwtqh6q8z7vx500n5s3djcv6,,,,200000000.0,,,,,,,,,,,,200000000.0
421,bostrom1wrtzl04mxs2en94ysc5p8mvqc5p0culr9w9m0n,,,,200000000.0,,,,,,,,,,,,200000000.0
422,bostrom15cq4l7d6v43rtv493cps3c7tpsf26d83pseqwn,,,,200000000.0,,,,,,,,,,,,200000000.0
423,bostrom12pafl09rqzcw7d77qs63pg2nlsgvc3dsfxyzum,,,,200000000.0,,,,,,,,,,,,200000000.0
424,bostrom1k879z65mwwwu4jause7galz0hlsqqj4rtah7r6,,,,200000000.0,,,,,,,,,,,,200000000.0
425,bostrom1pljwxmmkhfrkzkdpmdjv29t6959sa77mjt0xz4,,,,200000000.0,,,,,,,,,,,,200000000.0
426,bostrom1809klqrjjrs8ch2gtf5hmmfhysspkrr894rmhm,,,,200000000.0,,,,,,,,,,,,200000000.0
427,bostrom1zq9f4eczclr5cexrxdusfxxr6eumn2rlg2h4hs,,,,200000000.0,,,,,,,,,,,,200000000.0
428,bostrom1e63p9zdn5xks5ge9gj2y9gfkl5u0jgkvfrnhzl,,,,200000000.0,,,,,,,,,,,,200000000.0
429,bostrom1l8hx9jxul439uyjve4zn45nujtx9gmrw3za3vs,,,,200000000.0,,,,,,,,,,,,200000000.0
430,bostrom1ukgaegxryydqckt6fgrt60dajxq758x9pntmhh,,,,200000000.0,,,,,,,,,,,,200000000.0
431,bostrom12vexhfe4m9p9szsqvzsalssf8sxluj6pqx8gr3,,,,200000000.0,,,,,,,,,,,,200000000.0
432,bostrom12zmexhujvw7j82la9uslzfl5g29erpysqt555s,,,,200000000.0,,,,,,,,,,,,200000000.0
433,bostrom194097avwy9a6h0cvznev232z28h96rp2q3w3uc,,,,200000000.0,,,,,,,,,,,,200000000.0
434,bostrom17qkfq2uwags5pzplrfqg2elhn9s0pfwja4mgeu,,,,200000000.0,,,,,,,,,,,,200000000.0
435,bostrom1spndx95pckqnmjss6emff6fyylasg66qzdfv6v,,,,200000000.0,,,,,,,,,,,,200000000.0
436,bostrom10pqp6py9pqtagyde9tnkkvakg3gqsnq7lgzxnp,,,,200000000.0,,,,,,,,,,,,200000000.0
437,bostrom1zejjt25xw9gwvhave95ykkvgqjtk7j56fe9cwh,,,,,,,,,,,,,200000000.0,,,200000000.0
438,bostrom1vesdfkzd36m08clhvkpusq4gv0dnqm28rm2hey,,,,,,,,,,,,,200000000.0,,,200000000.0
439,bostrom1ypvt8rf8md7qedvnk0p8cvd6mnffepst8f05p7,,,,,,,,,,,,,200000000.0,,,200000000.0
440,bostrom1fm842pq6zxaqs86fm30xv459gx7hm7f0ufujvz,,,,,,,,,,,,,200000000.0,,,200000000.0
441,bostrom1gffprg0nuvj9ve39s9rjhjp04u7k8xwan2tzff,,,,,,,,,,,,,200000000.0,,,200000000.0
442,bostrom1yq5h0gjxuup83hdz53utukwhkkz684mk3lx7cr,,,,,,,,,,,,,200000000.0,,,200000000.0
443,bostrom19rfaqnnz5fy3qct8qxzany94t2p7h0rrc75lmz,,,,,,,,,,,,,200000000.0,,,200000000.0
444,bostrom15y8g5ggq2lslncdnlcscqygyesefmjy0t4cae3,,,,,,,,,,,,,200000000.0,,,200000000.0
445,bostrom1h9k38zr5a532jzl0hsker9qz785m822zmqw974,,,,,,,,,,,,,200000000.0,,,200000000.0
446,bostrom1zy3nxgwtw9hr99tzfaxasgwklm9ev843fju9zl,,,,,,,,,,,,,200000000.0,,,200000000.0
447,bostrom1vmfs06hv80gc8jcpzu93ld4494azendxfalh2g,,,,,,,,,,,,,200000000.0,,,200000000.0
448,bostrom1d66wegxpllcsnrzv9saqugpk2dausa836qlqaz,,,,,,,,,,,,,200000000.0,,,200000000.0
449,bostrom15njl9exppdfms5fg4zz9wafn4a95lfj30ftx58,,,,,,,,,,,,,200000000.0,,,200000000.0
450,bostrom1v2fzs3a8mvm4nhsfcpk85gt3d8rdacv6zggl9r,,,,,,,,,,,,,200000000.0,,,200000000.0
451,bostrom1rzr7gnkm3kdqmzqya7ky98m8tnnmtet58deav0,,,,,,,,,,,,,200000000.0,,,200000000.0
452,bostrom1ke9xxd3d6y0ttduac062zvv3r0jtakvhkvqcjz,,,,,,,,,,,,,200000000.0,,,200000000.0
453,bostrom16gtt4cmrvg2us2rgecym9zt65zet7qq2euzvdf,,,,,,,,,,,,,200000000.0,,,200000000.0
454,bostrom1jsdfjw0pjjj5thg7z2tpm30njusrlsagtac7rs,,,,,,,,,,,,,200000000.0,,,200000000.0
455,bostrom1z33aen2znsmgy7wwzavwh2q0u7cu4e9xhky379,,,,,,,,,,,,,200000000.0,,,200000000.0
456,bostrom10r2sn7sasanc0tuw5wzupxvlpht5uv267her62,,,,,,,,,,,,,200000000.0,,,200000000.0
457,bostrom1gtma98yjsx43zc30j99t7t0tmdjt2gyp9e7g0r,,,,,,,,,,,,,200000000.0,,,200000000.0
458,bostrom185y3kgv3e6t4sue0a55jyq88hv76th3urnca4c,,,,,,,,,,,,,200000000.0,,,200000000.0
459,bostrom1xc6jdlqd8gd9e6p73xdc2yw7ad3tnl8w7j4wsl,,,,,,,,,,,,,200000000.0,,,200000000.0
460,bostrom1wdk6rndatlj8dpxq799vmu50zft7xk5768ej2v,,,,,,,,,,,,,200000000.0,,,200000000.0
461,bostrom1uz3xp4au0rxawmct6ffj0u3le7uglyza43appc,,,,,,,,,,,,,200000000.0,,,200000000.0
462,bostrom1uym8hd4pum4zz2mpkf93y8435u725k97e2c38p,,,,,,,,,,,,,200000000.0,,,200000000.0
463,bostrom15ak23s0usm36hv2e4kajhe0yx592hw474p3gkq,,,,,,,,,,,,,200000000.0,,,200000000.0
464,bostrom1njpfrygstn6r5awzp77keyhkl3wfhzmvdz2pug,,,,,,,,,,,,,200000000.0,,,200000000.0
465,bostrom167hs9ma63wd02xym0vjw80uqlekt0cs54ass6v,,,,,,,,,,,,,200000000.0,,,200000000.0
466,bostrom1gh8tenvx2sf9kj2c359ey6s5k0vzlrl7z4t59z,,,,,,,,,,,,,200000000.0,,,200000000.0
467,bostrom17tksas9e4nkp25vgwcsd7z6y83pa6u7sddyyez,,,,,,,,,,,,,200000000.0,,,200000000.0
468,bostrom1y7ku6vf9vq53pv4y6lw2zjn4d5ul3javm92whz,,,,,,,,,,,,,200000000.0,,,200000000.0
469,bostrom1mzn966mlprxgkvayrqu209069px0qwz7gzn799,,,,,,,,,,,,,200000000.0,,,200000000.0
470,bostrom1cjeg60652ueyu5222l3atmm8vrhlq4tfusnswk,,,,,,,,,,,,,200000000.0,,,200000000.0
471,bostrom13855g4d5pfhtnqemgp700qs36qpjdnaz0dx2m5,,,,,,,,,,,,,200000000.0,,,200000000.0
472,bostrom1ueywgan39tj27pdysq0d54cqvcwyggf6eves07,,,,,,,,,,,,,200000000.0,,,200000000.0
473,bostrom197h938dvw52kzf2l7gke2u5tcz3grvlexeaq0y,,,,,,,,,,,,,200000000.0,,,200000000.0
474,bostrom1pkxtd9xwmqwg08kjgz9xqyee3aw7j8upd89ah6,,,,,,,,,,,,,200000000.0,,,200000000.0
475,bostrom12arnsa069zhad0e40mlgy034n7aq77e2nxdven,,,,,,,,,,,,,200000000.0,,,200000000.0
476,bostrom1m3yh7j0jefp9dl26cz8fqexfg8tds39lh957jw,,,,,,,,,,,,,200000000.0,,,200000000.0
477,bostrom1svwchckmrrkfl7py7l2fz3esla7lwmalld4yr2,,,,,,,,,,,,,200000000.0,,,200000000.0
478,bostrom1pvu65ccqw3fmgq88j2j485wc6qm96nx7h7ln4f,,,,,,,,,,,,,200000000.0,,,200000000.0
479,bostrom1wr0mqeyea45u9av63srtvgr553nyg6l9p57ezr,,,,,,,,,,,,,200000000.0,,,200000000.0
480,bostrom1e20dl8se4v2ev79qcay3ag7uf5t98gampz0d48,,,,,,,,,,,,,200000000.0,,,200000000.0
481,bostrom12c8kh7aaz2gg0l4nkd73t58nhurdaren55atua,,,,,,,,,,,,,200000000.0,,,200000000.0
482,bostrom1ftyx5guwf39fz4nc5n5nc9fua36cq344rm2d43,,,,,,,,,,,,,200000000.0,,,200000000.0
483,bostrom123wttw3lu62m7lcg23rkwr88cvv8apjmvkuj9f,,,,,,,,,,,,,200000000.0,,,200000000.0
484,bostrom1j5wpswepyxva5vupvg05pq6jzqh7ttdvepkhp3,,,,,,,,,,,,,200000000.0,,,200000000.0
485,bostrom1wh5gfxyz8x95qyjlc2s24h3czr60vfehwt49xa,,,,,,,,,,,,,200000000.0,,,200000000.0
486,bostrom1z3u9w3vyq6sw7ndxcdpjkgvlj0qaqm6spc3jmp,,,,,,,,,,,,,200000000.0,,,200000000.0
487,bostrom1pzyt3y68zcnvl7hkvuffqfedccaptf6nt2x8ya,,,,,,,,,,,,,200000000.0,,,200000000.0
488,bostrom1pzxnpyvxr6x9z64y6w3ctv0cvcx9sp90ehj960,,,,,,,,,,,,,200000000.0,,,200000000.0
489,bostrom1ppzvqc7yf9lfs8cljqu6w992gct6d5h9jx5wsn,,,,200000000.0,,,,,,,,,,,,200000000.0
490,bostrom19uryr2zuxcfdevfq429jng9a2evxwadlsky04c,,,,,,,,,,1571093.0,,197186458.0,,,,198757551.0
491,bostrom1jst67u54vquzvun3dawpmpwyx5ar8mayaak5j7,,,,,,181160067.0,,,,,,,,,,181160067.0
492,bostrom1kk79xcsuah7ckvunku78094gyh7900ehkllkur,,,,,,,,,,,,,,173703544.0,,173703544.0
493,bostrom1fhj7pkuvwflr7z7ngp2v9tj7g58aq2tjgvqfaj,,,,,,,,,135097195.0,,,,,,,135097195.0
494,bostrom1l4krahjfp87exsmumzpnrfeaer2gsghpuwhfp6,,,,,,,,,112519320.0,,,,,,,112519320.0
495,bostrom16s7gwc944patdynnfnvac0jh5u76wsnflty377,,,,,,77674844.0,,,,,,,,,,77674844.0
496,bostrom137eezcxcyqgt6kshfdfuvnsdgwpujyje2l8qdz,,,,,,,,,,,,,,73708712.0,,73708712.0
497,bostrom19wtkh935tx2ut2n4m6tjvkfvew4shaeezfl7em,,,,,,,,,,,,59855356.0,,,,59855356.0
498,bostrom190y8vwhmyjdnk7cfutcm7u8haw80xyejdwxsql,,,,,,,,,,56952126.0,,,,,,56952126.0
499,bostrom1rfh303jsl5297sxgs5txpt97lvxpjt4he3yy5r,,,,,,,,,,54988260.0,,,,,,54988260.0
500,bostrom1a2kn43nquua6gmr4n42htmjpceqj7fzushe28h,,,,,,,,,,,,52853070.0,,,,52853070.0
501,bostrom1uz39kh64w8p5df034fh6g5hwpdq8m0h5rx58he,,,,,,,,,,,,,,49997750.0,,49997750.0
502,bostrom1u74s0z4ft63c6zz7g8xs62esdtdjkzuk4zf0rt,,,,,,,,,,,,42282456.0,,,,42282456.0
503,bostrom1n89a8avc4j7cv75lfsyynx5kazlk80ar5qcdx6,,,,,102666.0,,,,40897910.0,,,,,,,41000576.0
504,bostrom12u6qgyrdsy4xmw04vfkkkh9a9tqzw66g59hudt,,,,,,,,,,27886903.0,,,,,,27886903.0
505,bostrom175tm6fucmk0e29cfgzaud6kqgksy25p884kjx0,,26259431.0,,,,,,,,,,,,,,26259431.0
506,bostrom1v46pz6ddetfc3tnvdr28ss0l48jhazgynvp3c7,,14979552.0,,,,,,,,,,,,,,14979552.0
507,bostrom13nrdf490fsuv4rwjp02hlyvalqjkn5u6xxqvqz,,,,,,,,,,14925385.0,,,,,,14925385.0
508,bostrom1fp9q2t9zn9gr5qjh9wljxuavtcsc4h8uqgnm2e,,,,,,,,,,12175972.0,,,,,,12175972.0
509,bostrom158mysantvvk7x65tfhhuu8q2va4ls34r54hk78,,,,,,,,,,9819332.0,,,,,,9819332.0
510,bostrom1clalfxmsrqdgnqq5uxlx0mc983pyp3wq4xl03c,,,,,,,,,,4713279.0,,,,,,4713279.0
511,bostrom13zf8kghx7h5fyttk6xdnjqn9c87z0rd36sfqjw,,,,,,,,,,4320506.0,,,,,,4320506.0
512,bostrom1wf8alywyvlxy2dqfe38efdpdmuscfpf4jxvg6r,,,,,,,,,,4320506.0,,,,,,4320506.0
513,bostrom1cc43k76udpd3xvpn6md76zz3ru6nvcnreeg2eq,,,,,,,,,,3927733.0,,,,,,3927733.0
514,bostrom1l5x6kerswths5xl0d6672y9yyn9mg2vw8yz59q,,,,,,,,,,3142186.0,,,,,,3142186.0
515,bostrom16vc2mjjfxx2h5m6jpdp4nqfu5095qaeeq27qxj,,,,,,,,,,2749413.0,,,,,,2749413.0
516,bostrom1qe4sguqg8ztlyy7psf7lzwr4ahph9j36k5hltz,,,,,,,,,,2749413.0,,,,,,2749413.0
517,bostrom1mn8ev805fde2xswght0snwfayfj9tn54dt24zg,,,,,,,,,,2749413.0,,,,,,2749413.0
518,bostrom1jmhqgld7luvuhh42wac24z6nlggjvkc7fzgs62,,,,,,,,,,2356640.0,,,,,,2356640.0
519,bostrom1eq2h9enjxsg5s08scr69lzwde8fl79snw20dc8,,,,,,,,,,1571093.0,,,,,,1571093.0
520,bostrom1dx8mvxfu6mpfnjehvdkp9lsvu78ek2gjr7r766,,,,,,,,,,1571093.0,,,,,,1571093.0
521,bostrom16862syzdtc6h0sxz92jhnjjas5yhhjgzvyewwd,,,,,,,,,,1571093.0,,,,,,1571093.0
522,bostrom1qjknpllzp6w6qsxxjx52zxald29wpyzljznzdv,,,,,,,,,,1571093.0,,,,,,1571093.0
523,bostrom1latzme6xf6s8tsrymuu6laf2ks2humqvfcz7m6,,,,,,,,,,785547.0,,,,,,785547.0
524,bostrom1c7pv6zyza76f3yhv0zvjc042e8m7w796qmvkse,,,,,,,,,,785547.0,,,,,,785547.0
525,bostrom1ec9da8avgv7tnvsx3v8g8veqrhlqq26lnncg5t,,,,,,,,,,785547.0,,,,,,785547.0
526,bostrom1kjhdx3nkh6krdhryvjzkq33xwh6wsyy7y8ark6,,,,,,,,,,392773.0,,,,,,392773.0
527,bostrom1y675phjdvw576ahlcmlamrzr28rjht9mx709lg,,,,,,,,,,392773.0,,,,,,392773.0
528,bostrom1hq8d6pu2l6wkrwu9jxcqjcu55g8l43zxmrd6dk,,,,,,,,,,392773.0,,,,,,392773.0
529,bostrom1c4h647a9rj8n9zye5ttmh9chpg66f3ffdvdds0,,,,,,,,,,392773.0,,,,,,392773.0
530,bostrom14ysuwg6p4fzfaa6tg4s3hazu86pfevsw4cegce,,,,,,,,,,392773.0,,,,,,392773.0
531,bostrom1y935ede6znmcvqdmn6mnl2aa5zxcqvvracsczu,,,,,,,,,,392773.0,,,,,,392773.0
532,bostrom1yslufs9kq762qty0wh62c8qtlpm2202ejmw4ef,,,,,,,,,,392773.0,,,,,,392773.0
533,bostrom1jxpe7neu764uasz5y5u4lrr5jtltv430gjm9dw,,,,,,,,,,392773.0,,,,,,392773.0
534,bostrom1kz6s2mp4rg7plj8p4qqe2wkegn4ldw3ak2a7qc,,,,,,,,,,,,,,233827.0,,233827.0
